Country,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Mobile Phone Usage,Population 65+,Population Total,Population Urban,Tourism Inbound,Internet Usage_trend,CO2 Emissions_trend,Life Expectancy Female_trend,Mobile Phone Usage_trend,KMeans_Cluster,GMM_Cluster,GMM_Confidence,GMM_Prob_Cluster_0,GMM_Prob_Cluster_1,GMM_Prob_Cluster_2,GMM_Prob_Cluster_3,Hierarchical_Cluster,Spectral_Cluster,Birch_Cluster,KMeans_Cluster_Label,GMM_Cluster_Label,Hierarchical_Cluster_Label,Spectral_Cluster_Label,Birch_Cluster_Label
Seychelles,-0.4194256021505652,-0.1028289153223303,-0.6387071926503471,0.1110692454034612,-1.4407430259025014,-1.0152323624614918,-0.1984054267810767,-1.1140178968575083,-0.7066209820684194,0.2338958144032095,-0.3240385476477054,0.899833373008448,0.0925941049998936,-0.7241128521978986,-0.1604258757313002,-0.6476039765936261,0.5253435513234028,-0.3769906108782507,-0.4082709825507483,0.5554728808164248,0,0,0.9999999989114432,0.9999999989114432,1.0885559063143394e-09,1.2495381331408978e-34,4.9840812071054376e-17,2,0,0,Developing,Developing,Developed,Developing,Developing
Sierra Leone,1.5981456385223836,3.1851853023152112,-0.6392889100832226,-0.5988137680049523,-1.0517819174548215,3.874380496029168,-0.6559825945438662,0.5071593515107979,3.241298950318914,-1.0437078223620788,1.1803251936354666,-1.204166430476534,-0.9813691329572812,-0.5093438051186735,-0.7588662987411232,-1.346597074289127,-1.472665626189403,-0.3766367116805841,1.4758382119614837,-1.134512460508727,1,2,1.0,3.371126119725085e-92,1.44078895876757e-28,1.0,0.0,1,1,1,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped,Underdeveloped
Singapore,-1.101037507783318,-0.9076185624443724,-0.2457887328128888,-1.130315921633816,1.044764811811913,-1.1538304856751358,1.0501904372305553,-1.080467043207502,-1.0447840762090073,1.661805761376178,-1.0777040117225094,1.6072519620326828,0.2355773763255524,-0.5349551082823311,1.8879446463413037,1.2723372784220557,0.0647337165679719,-2.1605540923185584,0.4658358119618787,0.0756722566395834,3,3,1.0,1.1768888770996645e-27,4.781571355253453e-16,1.2889674948969027e-135,1.0,2,0,0,Developed,Developed,Developed,Developing,Developing
Slovakia,-1.1078536268396386,0.1593278378610663,-0.1589099379033774,-0.1364797028620367,0.6203701430008083,0.338516747997363,0.4499531008306933,-0.0108658288452999,-0.8434965201729455,1.3843171886850747,-0.5976791142190476,0.7629136461005318,0.960025951042227,-0.5001813022612306,0.0077336150873781,0.4732464932629883,1.6328553044086582,-0.7026502610429205,-0.4864470632337885,-0.1642144115705407,0,3,0.9999892387107795,1.0755145539899185e-05,6.143680968175185e-09,3.471070410203179e-122,0.9999892387107795,2,0,0,Developing,Developed,Developed,Developing,Developing
Slovenia,-1.1487503411776072,-0.3946757104325213,-0.4452814549496269,-0.0600307629565154,0.3529089930267746,0.9025788773552152,1.5007410593739066,-0.1262807654013217,-1.0045265650017965,1.1762007591667476,-0.5209608493501902,1.036753099916365,1.749611349362812,-0.6424685590431813,-0.2018987366653864,0.5770035073219939,0.9871285539235508,-0.2863280703234783,0.0906956647648209,-1.1387693505372534,3,3,0.9999997916636477,2.0833635137033884e-07,1.5607869654459603e-19,2.2017960307442534e-175,0.9999997916636477,2,0,0,Developed,Developed,Developed,Developing,Developing
Solomon Islands,0.9915110425092384,-0.92214773189791,-0.644907878270534,0.5078756477702154,-1.6671691335244614,0.0709901380733516,-0.6312832220634178,-1.0925453505215044,-0.143015825167442,-0.9396496076029154,0.0429035615015753,-1.3365221664875204,-0.8622164068525643,-0.7073805235317301,-1.553006784283665,-1.402426076134183,-1.011440227324835,-0.3885003780464305,0.3792670287641258,-0.9888504158146484,1,2,0.9999999925266785,7.473311204878427e-09,9.831033215619269e-15,0.9999999925266785,2.283573193995697e-88,0,1,0,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Developing
Somalia,2.1025384486906207,-0.1622089991759189,-0.639876491603123,-0.30029885980244,-0.0134202586618533,-0.1304606224115983,-0.4330494653453364,-0.228275360497341,2.430781058013697,-1.0437078223620788,-0.2142526335895652,-1.4278019844261312,-0.9019339822208046,-0.3588694299893152,-0.8233436372245854,0.0617399093427,-1.472665626189403,-0.3837227388779313,0.1772644479625741,-1.6635401975795574,1,2,0.9999999999998899,3.2380768021352923e-53,1.0987574181340052e-13,0.9999999999998899,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
South Africa,-0.0172745778272361,-0.5330186717509884,2.400502510207962,-0.2857371569632929,1.246793510663151,0.8961324530196996,-0.1392121030779332,-0.1464112775913255,0.4850013496650777,-0.3846724622207086,-0.191504200946887,0.4206143288307403,-0.5651289430981384,1.3126247277928775,0.2060257314284773,1.207248029442379,-0.4887703382936449,1.972248565940824,-1.294446882431842,0.4655051473289056,2,1,1.0,0.0,1.0,0.0,6.90596410059761e-136,2,2,3,Developing,Developing,Developed,Developing,Developing
South Sudan,1.4686393764521573,-0.9082502654640912,-0.5287215492277049,-0.6898244107496206,-0.0746724628610215,-1.7733318643184446,-0.6923928763900444,-0.3517425019293644,1.837653726227429,-0.2806142474615448,-0.2142526335895652,-1.08550266715634,-0.822498831484326,-0.3671224499273319,-1.594803651943799,0.0617399093427,0.0647337165679719,-0.3165140634125869,0.7544071759611836,-0.0451715734330515,1,2,0.9999965170360855,7.014082011535934e-31,3.482963913694324e-06,0.9999965170360855,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Spain,-1.0942213887269885,0.526347292317822,2.400502510207962,0.7517841703259268,1.5335888537372568,0.8767931800131424,2.384063013987184,-0.2524319751253456,-0.9669528878750636,1.1068286159939715,-1.1419930604952957,1.1736728268242809,2.0101586437784595,1.1361792407315945,0.9405489793782708,1.4772003957052011,1.3560752967910703,-0.6569892212999127,-0.3133042448342057,-1.0038313941842716,3,3,1.0,1.7591068081e-313,2.884055105905563e-32,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
Sri Lanka,-0.3717127687562672,1.340612484735649,-0.4979702768688434,0.1620352053404754,0.2801409773670989,-1.1441608491718556,-0.656089057356282,-0.149095345883326,-0.7334593228732289,-0.8009053212573636,-0.0223745495600209,-0.5378237595246744,-0.012260293972257,0.1095167966863955,-1.550738737201332,0.1457746254086583,-0.5194925833769558,-0.1576535398803529,-0.948161245632676,0.330567190975924,0,1,0.9999997626626251,1.2634460787246783e-15,0.9999997626626251,2.3733737267943536e-07,3.5302630399799136e-18,2,0,0,Developing,Developing,Developed,Developing,Developing
Saint Kitts and Nevis,-0.5148512689391437,0.4082188276303637,-0.6444586892044225,-0.617015896553886,-1.6204048015357764,-0.8411789054024948,0.0095164458668357,-0.5798883067494075,-0.7602976636780385,0.96808432964842,-0.5020697596338802,1.036753099916365,-0.4205569687577505,-0.7256009184377215,-0.9723867312064574,-0.8913893353890384,2.4015269956005665,-0.3816315157832435,-0.2988769896352596,1.88987146597662,0,0,0.9999999999942553,0.9999999999942553,5.743611641444547e-12,1.6876340547434305e-59,1.0624378007110096e-17,2,0,0,Developing,Developing,Developed,Developing,Developing
Saint Lucia,-0.4807706736575136,-0.4995384117058798,-0.6425481696516924,-0.6807233464751539,-1.370146855782633,0.2160346856225113,-0.1715767980523138,-1.0912033163755042,-0.6234221255735158,0.100932539988722,-0.3171151116260213,0.374974419861435,0.1132472441913778,-0.7205814074499577,-1.3780431522179886,-0.338778992706699,0.1569564121914624,-0.3859024358872877,0.3215527559642647,0.8703190163878513,0,0,0.9999999991313882,0.9999999991313882,8.686117160745728e-10,9.60650275026544e-29,2.3487592529231594e-22,2,0,0,Developing,Developing,Developed,Developing,Developing
Saint Vincent and the Grenadines,-0.4194256021505652,-0.1230434119533392,-0.64478707807782,-0.9036994211995916,-1.6321600531337537,-0.9088663609254368,-0.4147378616098315,-0.9925638066444856,-0.467759748905625,-0.141869961115993,-0.4714088286807057,0.5575340557386572,-0.0535665723552253,-0.7231033496007176,-0.329881393454168,-0.8809208087941168,0.5566813605158509,-0.3884279888502959,-0.8038781896350622,0.900308260883691,0,0,0.9999999993396553,0.9999999993396553,6.603453700048968e-10,6.212981880962757e-23,2.7532213825896526e-30,2,0,0,Developing,Developing,Developed,Developing,Developing
Sudan,1.2505235666496817,-0.3270834873225854,-0.5111808921186609,0.0625302359396377,0.3474921836372814,-0.4543934452713957,-0.6439522967408892,-0.5557316921214029,0.9815106545540344,-0.7280645709259487,-0.2142526335895652,-1.0398627581870348,-0.8606277038378363,0.6427342756351578,-0.9406340720537978,-0.5267193599096743,-0.313110725695261,0.367597214524271,0.0906956647648209,-0.4041010797806648,1,2,0.9999691341863836,4.647826474930227e-63,3.0865813617359205e-05,0.9999691341863836,8.269371870260903e-268,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Suriname,-0.2490226257423704,-0.8273922789400557,-0.6170992047807947,3.070735347460078,-0.918724158373926,0.1032222597509405,-0.2979481563897804,-0.4537370970253837,-0.2396338520647538,-0.4193585338070965,0.44446285075928,0.3521544653767823,-0.2235577949312863,-0.7064355178731383,0.4765713476781809,-1.0825865264025298,0.2491791078149529,-0.3658830014870792,-0.3421640072361745,0.7204000816652462,0,0,0.9999993100286524,0.9999993100286524,6.899708245328617e-07,5.219536736724715e-13,2.2668477200172285e-61,2,0,0,Developing,Developing,Developed,Developing,Developing
Eswatini,0.7665791136504247,-0.3990976315705545,-0.6334834639285176,0.8209522588118747,-0.9020854361364502,0.2160346856225113,-0.5025696818528053,-0.96371007250548,1.4484977845577034,-0.8009053212573636,-0.2162307581671887,-0.743203349886549,-0.8367971586168921,-0.6798224734650126,-1.3991035894110793,-1.1927790393423308,-0.5194925833769558,-0.4028252523079134,-1.352161155231703,-0.4340903242765044,1,2,0.999999999993145,7.268404006218558e-23,6.854642753596818e-12,0.999999999993145,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Sweden,-1.0124279600510602,0.4505429299515385,0.0120833212920816,-0.7262286678474881,1.4555991702415862,1.166882275111467,2.3938043613232227,-0.8670836139934618,-1.0259972376456423,2.528957551035876,-1.148421965372573,1.3790524171861558,2.1515532120893885,-0.3415266532115536,1.237663147163873,1.2740483438552492,0.2799573132718216,-0.8685968117725016,-0.6018756088335104,-1.078790861545574,3,3,1.0,6.93920215205131e-34,3.9806249767912696e-42,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
Switzerland,-1.1283019840086272,-0.7995973460724185,-0.1249732934725606,-0.6461393022321799,1.507057770015602,1.792185435656749,2.3938043613232227,-1.1838036724495218,-0.9776882241969864,2.2861550499311605,-1.3516742657234564,1.2877725992475444,1.8433448272318569,-0.4089710784834663,0.7723894885595929,1.4741388489562504,0.1569564121914624,-0.4785275076325085,-0.6018756088335104,-0.4790605471419674,3,3,1.0,8.141448295623313e-28,3.9445127212795355e-41,2.3548602395747098e-300,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
Syria,0.3644280893271043,-0.1622089991759189,0.0536198225072396,-0.271175454124146,0.1797290560901293,-0.9668841799451022,-0.629686279877182,0.2816976149827553,-0.5777969462053416,-0.6274749633254239,-0.623005103129539,-0.9029430312791182,-0.7653055229540617,0.0814247089767706,-0.0421634207239447,0.6440224776560239,-0.3042689866731059,1.2331381348581203,-0.2267354616364527,-0.5540473022598631,2,1,1.0,1.0277424156381436e-35,1.0,3.2532515161009694e-38,1.3996172208424611e-25,2,0,0,Developing,Developing,Developed,Developing,Developing
Tajikistan,0.7052340421434763,1.93188651119266,-0.6142656779303366,0.4978644770683019,-0.7793802359587403,-0.534973749465374,-0.6994194220094824,-0.3195336824253583,0.7802230985179729,-0.8355913928437515,0.9904252341835468,-0.7203833954018962,-0.7684829289835218,-0.4314297702483983,-1.2089116412211682,-1.5869766233758291,-0.8269948360778541,-0.3003633913394142,-0.1978756992344836,0.2106102129925651,1,2,0.9999999999707985,1.1483742462502938e-18,2.920166816001803e-11,0.9999999999707985,4.99398057870734e-228,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Tanzania,1.6526745909730018,0.0020337859510284,-0.5826770139443116,-0.3367031169003073,-0.035850316815545,-0.5446433859686504,-0.7048490254426844,-0.598676784793411,0.817796775644702,-1.0437078223620788,0.2921472582822192,-1.017042803702382,-0.8701599219262123,0.9768679168625244,-1.2458484079905885,0.2262421505407783,-1.472665626189403,0.0055020334879701,3.0918378503575905,-0.5540473022598631,1,2,1.0,4.860605358343153e-99,7.427498677621696e-17,1.0,6.851083085135524e-262,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Thailand,-0.9238184123188024,-0.3567735292493796,2.400502510207962,-0.1437605542816103,1.1867518784698357,-1.134491212668579,-0.5602725261821287,-0.1048082190653177,-0.6019514529296661,-0.3153003190479328,-0.9154977963573284,0.2608746474381714,0.148198710515428,2.031310729671713,-0.6853167719283295,1.4772003957052011,-0.4887703382936449,1.972248565940824,-0.2844497344363136,0.8853272825140674,2,1,0.9999999999999964,0.0,0.9999999999999964,0.0,4.5131674015050705e-15,2,2,3,Developing,Developing,Developed,Developing,Developing
Timor-Leste,1.3595814715509196,-0.836236121216122,-0.6449979245846283,3.070735347460078,-1.574826639315428,0.1999186247837148,-0.6846210910836964,0.9366102782308792,1.0942316859342327,-1.0437078223620788,0.013924036439382,-1.0558367263262916,-0.9146436063386406,-0.6856294577370127,-1.1794270291508413,-1.5760670173952025,-1.472665626189403,-0.3889253251622727,1.7644095759607883,-0.0310774471527046,1,2,1.0,5.8534615665367335e-28,2.0400675214207572e-20,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Togo,1.35276535249459,0.3576825860528414,-0.6297081647018519,1.1413097212731074,-0.9515758327567958,0.0387580163957586,-0.6979289426356622,-0.0725993995613116,1.2096365513949092,-1.0437078223620788,-0.2142526335895652,-1.1083226216409927,-0.9209984183975588,-0.4862718266745243,-0.8217236035943472,-1.3303327002156404,-1.472665626189403,-0.3717866842006981,-0.3421640072361745,-0.8539124594616664,1,2,0.9999999999999787,1.1253827123197194e-24,2.0511708772333996e-14,0.9999999999999787,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Tonga,0.4666698751720122,-0.8874040658133634,-0.6452444768657665,-0.3367031169003073,-1.9619554210215229,-0.4124916870905264,-0.5209877484007259,-0.6416218774654192,-0.6690473049416901,-0.6274749633254239,-0.2844760560952233,-0.7888432588558545,-0.2759849944173607,-0.7234076388475887,-1.346290493065329,-1.8356121633544829,-0.0275449394290766,-0.3893046944851954,-0.5153068256357575,-0.6739769924866285,1,0,0.9985813408625228,0.9985813408625228,8.105039612951317e-10,0.0014186583269732958,1.6473317302752017e-35,0,0,0,Underdeveloped,Developing,Developing,Developing,Developing
Trinidad and Tobago,-0.6920703644036593,-0.5646038227369399,-0.1972587214117701,0.2293830809715301,-0.0281322348818819,-0.5962147806527999,0.1668684826172783,-0.3946875946013725,-0.3255165426401389,0.4824793274389894,-0.3250276099365178,0.9226533274931004,0.0576426386758434,-0.672619684529741,-1.913626270374587,-0.0758216115575974,0.5259031550589824,1.972248565940824,-1.063589791232398,1.5300278197831374,0,1,1.0,4.513053752663021e-25,1.0,2.3123421509475462e-62,2.410828217923524e-33,2,0,0,Developing,Developing,Developed,Developing,Developing
Tunisia,-0.460322316488525,0.8567279716308738,-0.3527930743920441,-0.9082499533368248,0.3123243933768524,-0.219098957024977,-0.4496576640821896,-0.386635389725371,-0.4570244125837018,-0.176556032702381,-0.2142526335895652,0.1239549205302551,-0.1155259899296775,-0.2986903624462451,0.4182501369896221,0.7096259884104804,0.5874036055991618,0.1177765539477027,-0.4575925528358964,0.8853272825140674,0,1,0.9936606097428294,0.006339390257170809,0.9936606097428294,6.013506736773318e-23,2.7282442882387812e-21,2,0,0,Developing,Developing,Developed,Developing,Developing
Turkey,-0.3308160544183077,0.0393042641144509,2.400502510207962,-0.973777616112986,1.5335888537372568,-0.2481078665348055,-0.1395314915151804,-0.2772596068263503,-0.2557368565476368,0.0315603968159461,-0.2142526335895652,0.3065145564074767,-0.1155259899296775,2.1718151383801803,0.5546569686556401,1.4772003957052011,0.710404506679521,1.972248565940824,0.3215527559642647,-0.4191093459068811,2,1,1.0,0.0,1.0,0.0,7.568473982980624e-35,2,2,3,Developing,Developing,Developed,Developing,Developing
Turkmenistan,-0.0240906968835657,-0.1622089991759189,-0.0582341190415531,-0.30029885980244,-0.1253076999529224,-1.5180534606319225,-0.6081807917692054,-0.228275360497341,0.8634219550128799,-0.9743356791893032,-0.2142526335895652,-0.9029430312791182,-0.5969030033927306,-0.5240786991032145,-0.3292333800020731,0.0617399093427,-1.1344411284051945,1.180938003202295,-0.8038781896350622,0.2556077236146211,1,1,1.0,1.448326398355242e-24,1.0,1.003247885237606e-23,6.197746268031343e-218,2,1,0,Underdeveloped,Developing,Developed,Underdeveloped,Developing
Uganda,2.075273972465311,-0.4401583278522913,-0.6158958941232741,-0.2238499198969184,-0.2321654625308735,0.8542306948388303,-0.6927122648272916,-0.3940165775283724,1.1666952061072131,-0.8702774644301394,0.9122893133673924,-1.176782485094951,-0.973425617883633,0.537791965612373,-1.7593990687759538,-0.116025542714695,-0.8577170811611649,-0.1797641964905012,3.0918378503575905,-0.7939339704699871,1,2,1.0,1.6810063408729054e-71,2.3065197230438362e-20,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Ukraine,-1.1555664602339368,0.6261563694334285,2.400502510207962,-0.2347711970262787,0.8246517269839728,0.1386775935962936,-0.5226911533993774,3.32207597274633,-0.6958856457464961,-0.5927888917390358,0.8816283824142178,0.4662542378000459,1.6733536046557955,1.2596556675357378,0.5400766659835001,0.8333185054836868,0.2491791078149529,-2.1605540923185584,-0.6018756088335104,1.4850575969176742,2,1,1.0,0.0,1.0,0.0,1.917835244112884e-16,2,0,3,Developing,Developing,Developed,Developing,Developing
United Arab Emirates,-0.6034608166714015,-1.5121583523154822,0.9797984184981778,-0.7153073907181278,1.1824251900556573,-1.5567320066450314,0.8041548777378131,-1.4575786382335734,-0.8354450179315006,1.2108868307531353,-0.6276806703130136,1.561612053063377,-1.3563030444334554,-0.4925474802463487,1.1543934185696532,0.8858726211105744,1.6020770989517892,1.972248565940824,-0.3710185176340666,0.0007127892782809,0,3,0.9999999681374986,1.4133702044010864e-86,3.1862500640671314e-08,2.1303594723082635e-285,0.9999999681374986,2,2,0,Developing,Developed,Developed,Developing,Developing
United Kingdom,-0.9306345313751232,-0.4679532607199284,2.400502510207962,-0.8500031419802371,1.5335888537372568,0.8735699678453823,2.3938043613232227,-0.9449215944614764,-0.9535337174726588,2.078038620412833,-1.3309039576584016,1.4475122806401144,1.8512883423055024,1.8520229780204125,1.0536273267688654,1.4772003957052011,1.2023521506274002,-2.1605540923185584,-0.1401614264346228,-0.8988826823271292,3,3,1.0,0.0,1.0704107164231698e-39,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
United States,-0.8011282693049057,0.1075281902441061,2.400502510207962,-1.1084733673750953,1.5335888537372568,4.074219650430239,2.3938043613232227,-0.2484058726873448,-0.8918055336216014,1.904608262480893,-1.081660260877759,0.4434342833153933,1.1157188464857215,2.6433695690674925,1.0494152393302472,1.4772003957052011,-0.1197676350525671,-2.1605540923185584,-0.6595898816333714,-0.6589960141170051,3,3,1.0,0.0,9.497619389539988e-42,0.0,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
Uruguay,-0.6579897691220291,0.4442258997543482,-0.5692728838226705,0.1838777595991959,0.1750694540993745,1.1701054872792271,0.2389438066227247,0.1998335320767398,-0.7012533139074596,0.2743628979206619,2.050700007790096,0.4206143288307403,1.3111293172974574,-0.5863317451084793,1.6141589628311248,0.2744268145135224,0.710404506679521,-0.1273549422597828,-0.7750184272330933,1.500038575287298,0,0,0.9999982964185905,0.9999982964185905,1.7035814105597507e-06,9.171817059548205e-82,8.347946329803143e-19,2,0,0,Developing,Developing,Developed,Developing,Developing
Uzbekistan,-0.105884125559494,2.6602400929287,0.8742647899448814,-0.5733307880364452,0.1264724363960901,-0.4286077479293229,-0.6698227601579105,-0.439645738492381,0.4554791747797898,-0.5581028201526483,-0.2142526335895652,-0.8116632133405075,-0.5635402400834104,0.4057372606398288,-0.7808987561123564,-1.059181996487485,0.2491791078149529,-1.4706999947788852,-0.948161245632676,0.1356507456312625,1,1,1.0,1.2768499866463463e-93,1.0,5.400088003107906e-167,6.053136801143844e-140,2,1,0,Underdeveloped,Developing,Developed,Underdeveloped,Developing
Vanuatu,0.5620955419605996,-1.81284898970174,-0.6462120512248839,0.2858096794732244,-1.7174408726399388,-1.128044788333059,-0.621488643321171,-0.8778198871614639,-0.5214364305152407,-0.7662192496709755,-0.8670337442055377,-0.9714028947330764,-0.7605394139098737,-0.7186069219210104,-1.3378663181880928,-0.6725800464253486,-0.8577170811611649,-0.3889990538668706,0.1772644479625741,-0.3891201014110416,1,2,0.9999821770882354,1.7822884833045002e-05,2.6932158011512253e-11,0.9999821770882354,5.946551923103342e-45,0,1,0,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Developing
Venezuela,-0.0854357683905141,0.5813054550333773,1.6769046645811028,3.070735347460078,1.1798433029779372,-0.3834827775806935,-0.1602917399362469,3.067760502079282,-0.5858484484467831,-0.141869961115993,0.9142674379450172,0.2608746474381714,-0.4285004838313976,0.4215281147865116,1.4064706514346457,0.0961183518660397,0.8949058583000601,1.6149873258963796,-0.6018756088335104,0.1506590117574792,2,1,1.0,7.101817127219281e-176,1.0,0.0,1.4101542251241571e-38,3,2,3,Developing,Developing,Developing,Developing,Developing
Vietnam,-0.5352996261081325,-0.2999202574746671,0.6268742049883145,0.2639671252145042,0.6928477369589646,-0.1320722284954784,-0.6637543798502142,3.32207597274633,-0.3174650403986974,-0.2806142474615448,-0.2765635577847255,-0.058604715346967,-0.1441226441948097,2.6433695690674925,-1.147026356546086,0.8359707281942242,0.6181818110560308,1.972248565940824,-0.8038781896350622,1.874863199850404,2,1,1.0,0.0,1.0,1.4759844206677562e-148,2.195388964388891e-45,2,2,3,Developing,Developing,Developed,Developing,Developing
United States Virgin Islands,-0.8692894598681749,-0.1622089991759189,-0.5287215492277049,-0.30029885980244,-0.0134202586618533,-0.1304606224115983,-0.4330494653453364,-0.228275360497341,-0.4248184036179325,0.2743628979206614,-0.2142526335895652,-0.244967676971631,0.8662924731731846,-0.7231642438669961,1.6280912520511697,0.3404721755056886,-0.6117152790004463,-0.3165140634125869,-0.5441613360336495,0.0067160957287674,0,0,0.999996703747494,0.999996703747494,3.296252506675404e-06,6.956473723242918e-51,6.6476556203079605e-25,2,0,0,Developing,Developing,Developed,Developing,Developing
Yemen,1.073304471185166,0.9198982736027768,-0.3980474067810232,0.194799036728556,0.0624383335503814,-0.6542325996724613,-0.6674805782847646,-0.1906984044093339,0.7855907666789328,-0.8009053212573636,0.745137786558151,-1.0398627581870348,-0.9321193395006648,0.1457644663546712,-1.0809289844323864,-0.1334873713401778,-0.6424934844573151,0.3590634184449455,-0.6018756088335104,-0.6290067696211656,1,2,0.9986616819206766,2.42543753922303e-31,0.0013383180793222628,0.9986616819206766,5.695950490416508e-222,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Zambia,1.8707904007754856,-1.481836607368969,-0.6208827137292953,-0.354905245449241,-0.2701626711014832,-0.0031437417851105,-0.6626897517260569,-0.5396272823693999,1.5155936365697271,-0.8702774644301394,1.8360734911178749,-1.0626827126716871,-0.9400628545743128,-0.2246069924677743,-0.7624303727276457,-0.8171710650858647,-0.8577170811611649,-0.3686578932450554,3.0918378503575905,-0.5390390361336467,1,2,1.0,1.3250965704437536e-43,2.753330544762774e-21,1.0,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Zimbabwe,0.8142919470447226,-0.1495749387815383,-0.5105569532592058,2.146067217174247,-0.439444304311385,-0.1304606224115983,-0.4330494653453364,-0.2202231556213395,0.9063633003005724,-0.6274749633254239,4.3527424850002125,-1.017042803702382,-0.7239992445710934,-0.1843561230694022,-0.9014292582020444,-0.3012768287371489,-0.6732157295406259,-0.7888247156747404,3.0918378503575905,-0.2391738789318433,1,2,1.0,5.022607468835708e-34,1.5856625593665105e-18,1.0,1.8063109893667418e-300,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
